Area name,Area code,Area type,Specimen date,Daily lab-confirmed cases,Previously reported daily cases,Change in daily cases,Cumulative lab-confirmed cases,Previously reported cumulative cases,Change in cumulative cases
Windsor and Maidenhead,E06000040,Upper tier local authority,2020-04-27,1,,,245,,
Slough,E06000039,Upper tier local authority,2020-04-27,4,,,376,,
Reading,E06000038,Upper tier local authority,2020-04-27,6,,,460,,
West Berkshire,E06000037,Upper tier local authority,2020-04-27,4,,,313,,
Bracknell Forest,E06000036,Upper tier local authority,2020-04-27,4,,,209,,
Medway,E06000035,Upper tier local authority,2020-04-27,2,,,607,,
Thurrock,E06000034,Upper tier local authority,2020-04-27,5,,,275,,
Southend-on-Sea,E06000033,Upper tier local authority,2020-04-27,3,,,294,,
Luton,E06000032,Upper tier local authority,2020-04-27,1,,,595,,
Peterborough,E06000031,Upper tier local authority,2020-04-27,1,,,224,,
Swindon,E06000030,Upper tier local authority,2020-04-27,2,,,350,,
Torbay,E06000027,Upper tier local authority,2020-04-27,1,,,200,,
Plymouth,E06000026,Upper tier local authority,2020-04-27,3,,,276,,
South Gloucestershire,E06000025,Upper tier local authority,2020-04-27,5,,,340,,
North Somerset,E06000024,Upper tier local authority,2020-04-27,9,,,220,,
"Bristol, City of",E06000023,Upper tier local authority,2020-04-27,10,,,592,,
Bath and North East Somerset,E06000022,Upper tier local authority,2020-04-27,1,,,204,,
Stoke-on-Trent,E06000021,Upper tier local authority,2020-04-27,17,,,433,,
Telford and Wrekin,E06000020,Upper tier local authority,2020-04-27,6,,,254,,
"Herefordshire, County of",E06000019,Upper tier local authority,2020-04-27,24,,,289,,
Nottingham,E06000018,Upper tier local authority,2020-04-27,18,,,506,,
Leicester,E06000016,Upper tier local authority,2020-04-27,19,,,637,,
York,E06000014,Upper tier local authority,2020-04-27,13,,,270,,
North Lincolnshire,E06000013,Upper tier local authority,2020-04-27,8,,,339,,
North East Lincolnshire,E06000012,Upper tier local authority,2020-04-27,3,,,133,,
East Riding of Yorkshire,E06000011,Upper tier local authority,2020-04-27,25,,,557,,
"Kingston upon Hull, City of",E06000010,Upper tier local authority,2020-04-27,12,,,425,,
Blackpool,E06000009,Upper tier local authority,2020-04-27,13,,,423,,
Blackburn with Darwen,E06000008,Upper tier local authority,2020-04-27,6,,,306,,
Warrington,E06000007,Upper tier local authority,2020-04-27,15,,,593,,
Halton,E06000006,Upper tier local authority,2020-04-27,6,,,312,,
Darlington,E06000005,Upper tier local authority,2020-04-27,20,,,266,,
Stockton-on-Tees,E06000004,Upper tier local authority,2020-04-27,3,,,343,,
Redcar and Cleveland,E06000003,Upper tier local authority,2020-04-27,8,,,304,,
Middlesbrough,E06000002,Upper tier local authority,2020-04-27,23,,,531,,
Hartlepool,E06000001,Upper tier local authority,2020-04-27,2,,,179,,
England,E92000001,Nation,2020-04-26,1164,940,224,115813,115320,493
South West,E12000009,Region,2020-04-26,52,,,5993,,
South East,E12000008,Region,2020-04-26,173,,,16571,,
London,E12000007,Region,2020-04-26,86,,,24087,,
East of England,E12000006,Region,2020-04-26,105,,,10101,,
West Midlands,E12000005,Region,2020-04-26,182,,,12595,,
East Midlands,E12000004,Region,2020-04-26,68,,,6511,,
Yorkshire and The Humber,E12000003,Region,2020-04-26,172,,,9675,,
North West,E12000002,Region,2020-04-26,242,,,18075,,
North East,E12000001,Region,2020-04-26,56,,,7224,,
Worcestershire,E10000034,Upper tier local authority,2020-04-26,17,,,1104,,
West Sussex,E10000032,Upper tier local authority,2020-04-26,14,,,1087,,
Warwickshire,E10000031,Upper tier local authority,2020-04-26,16,,,1113,,
Surrey,E10000030,Upper tier local authority,2020-04-26,16,,,2508,,
Suffolk,E10000029,Upper tier local authority,2020-04-26,7,,,1010,,
Staffordshire,E10000028,Upper tier local authority,2020-04-26,21,,,1640,,
Somerset,E10000027,Upper tier local authority,2020-04-26,4,,,463,,
Oxfordshire,E10000025,Upper tier local authority,2020-04-26,23,,,1516,,
Nottinghamshire,E10000024,Upper tier local authority,2020-04-26,2,,,1034,,
North Yorkshire,E10000023,Upper tier local authority,2020-04-26,29,,,870,,
Northamptonshire,E10000021,Upper tier local authority,2020-04-26,9,,,1008,,
Norfolk,E10000020,Upper tier local authority,2020-04-26,22,,,1406,,
Lincolnshire,E10000019,Upper tier local authority,2020-04-26,13,,,808,,
Leicestershire,E10000018,Upper tier local authority,2020-04-26,3,,,873,,
Lancashire,E10000017,Upper tier local authority,2020-04-26,41,,,2688,,
Kent,E10000016,Upper tier local authority,2020-04-26,18,,,3296,,
Hertfordshire,E10000015,Upper tier local authority,2020-04-26,15,,,2208,,
Hampshire,E10000014,Upper tier local authority,2020-04-26,27,,,2660,,
Gloucestershire,E10000013,Upper tier local authority,2020-04-26,4,,,1141,,
Essex,E10000012,Upper tier local authority,2020-04-26,32,,,2476,,
East Sussex,E10000011,Upper tier local authority,2020-04-26,15,,,543,,
Devon,E10000008,Upper tier local authority,2020-04-26,7,,,658,,
Derbyshire,E10000007,Upper tier local authority,2020-04-26,33,,,1195,,
Cumbria,E10000006,Upper tier local authority,2020-04-26,14,,,1781,,
Cambridgeshire,E10000003,Upper tier local authority,2020-04-26,12,,,717,,
Buckinghamshire,E10000002,Upper tier local authority,2020-04-26,9,,,792,,
Westminster,E09000033,Upper tier local authority,2020-04-26,1,,,587,,
Wandsworth,E09000032,Upper tier local authority,2020-04-26,4,,,904,,
Waltham Forest,E09000031,Upper tier local authority,2020-04-26,3,,,710,,
Tower Hamlets,E09000030,Upper tier local authority,2020-04-26,4,,,595,,
Sutton,E09000029,Upper tier local authority,2020-04-26,4,,,662,,
Southwark,E09000028,Upper tier local authority,2020-04-26,4,,,1166,,
Redbridge,E09000026,Upper tier local authority,2020-04-26,1,,,657,,
Newham,E09000025,Upper tier local authority,2020-04-26,2,,,937,,
Merton,E09000024,Upper tier local authority,2020-04-26,1,,,641,,
Lewisham,E09000023,Upper tier local authority,2020-04-26,2,,,896,,
Lambeth,E09000022,Upper tier local authority,2020-04-26,2,,,1115,,
Kingston upon Thames,E09000021,Upper tier local authority,2020-04-26,3,,,436,,
Kensington and Chelsea,E09000020,Upper tier local authority,2020-04-26,1,,,456,,
Islington,E09000019,Upper tier local authority,2020-04-26,3,,,406,,
Hillingdon,E09000017,Upper tier local authority,2020-04-26,4,,,710,,
Havering,E09000016,Upper tier local authority,2020-04-26,1,,,622,,
Harrow,E09000015,Upper tier local authority,2020-04-26,5,,,885,,
Haringey,E09000014,Upper tier local authority,2020-04-26,2,,,538,,
Hackney,E09000012,Upper tier local authority,2020-04-26,2,,,598,,
Greenwich,E09000011,Upper tier local authority,2020-04-26,1,,,620,,
Enfield,E09000010,Upper tier local authority,2020-04-26,3,,,822,,
Ealing,E09000009,Upper tier local authority,2020-04-26,5,,,1030,,
Croydon,E09000008,Upper tier local authority,2020-04-26,8,,,1340,,
Camden,E09000007,Upper tier local authority,2020-04-26,1,,,567,,
Bromley,E09000006,Upper tier local authority,2020-04-26,6,,,1023,,
Brent,E09000005,Upper tier local authority,2020-04-26,4,,,1330,,
Bexley,E09000004,Upper tier local authority,2020-04-26,3,,,601,,
Barnet,E09000003,Upper tier local authority,2020-04-26,5,,,1174,,
Barking and Dagenham,E09000002,Upper tier local authority,2020-04-26,1,,,448,,
Gateshead,E08000037,Upper tier local authority,2020-04-26,2,,,752,,
Wakefield,E08000036,Upper tier local authority,2020-04-26,11,,,497,,
Leeds,E08000035,Upper tier local authority,2020-04-26,22,,,1319,,
Kirklees,E08000034,Upper tier local authority,2020-04-26,4,,,530,,
Calderdale,E08000033,Upper tier local authority,2020-04-26,4,,,229,,
Bradford,E08000032,Upper tier local authority,2020-04-26,18,,,795,,
Wolverhampton,E08000031,Upper tier local authority,2020-04-26,14,,,775,,
Walsall,E08000030,Upper tier local authority,2020-04-26,14,,,919,,
Solihull,E08000029,Upper tier local authority,2020-04-26,9,,,553,,
Sandwell,E08000028,Upper tier local authority,2020-04-26,11,,,938,,
Dudley,E08000027,Upper tier local authority,2020-04-26,6,,,720,,
Coventry,E08000026,Upper tier local authority,2020-04-26,2,,,649,,
Birmingham,E08000025,Upper tier local authority,2020-04-26,32,,,2789,,
Sunderland,E08000024,Upper tier local authority,2020-04-26,7,,,1099,,
South Tyneside,E08000023,Upper tier local authority,2020-04-26,6,,,502,,
North Tyneside,E08000022,Upper tier local authority,2020-04-26,2,,,450,,
Newcastle upon Tyne,E08000021,Upper tier local authority,2020-04-26,10,,,852,,
Sheffield,E08000019,Upper tier local authority,2020-04-26,20,,,2053,,
Rotherham,E08000018,Upper tier local authority,2020-04-26,6,,,669,,
Doncaster,E08000017,Upper tier local authority,2020-04-26,1,,,438,,
Barnsley,E08000016,Upper tier local authority,2020-04-26,5,,,612,,
Wirral,E08000015,Upper tier local authority,2020-04-26,12,,,971,,
Sefton,E08000014,Upper tier local authority,2020-04-26,9,,,771,,
St. Helens,E08000013,Upper tier local authority,2020-04-26,2,,,616,,
Liverpool,E08000012,Upper tier local authority,2020-04-26,14,,,1357,,
Knowsley,E08000011,Upper tier local authority,2020-04-26,5,,,517,,
Wigan,E08000010,Upper tier local authority,2020-04-26,21,,,614,,
Trafford,E08000009,Upper tier local authority,2020-04-26,8,,,569,,
Tameside,E08000008,Upper tier local authority,2020-04-26,10,,,446,,
Stockport,E08000007,Upper tier local authority,2020-04-26,12,,,792,,
Salford,E08000006,Upper tier local authority,2020-04-26,14,,,582,,
Rochdale,E08000005,Upper tier local authority,2020-04-26,2,,,422,,
Oldham,E08000004,Upper tier local authority,2020-04-26,5,,,581,,
Manchester,E08000003,Upper tier local authority,2020-04-26,17,,,1044,,
Bury,E08000002,Upper tier local authority,2020-04-26,5,,,437,,
Bolton,E08000001,Upper tier local authority,2020-04-26,7,,,732,,
Dorset,E06000059,Upper tier local authority,2020-04-26,1,,,300,,
"Bournemouth, Christchurch and Poole",E06000058,Upper tier local authority,2020-04-26,5,,,401,,
Northumberland,E06000057,Upper tier local authority,2020-04-26,3,,,730,,
Central Bedfordshire,E06000056,Upper tier local authority,2020-04-26,1,,,470,,
Bedford,E06000055,Upper tier local authority,2020-04-26,2,,,436,,
Wiltshire,E06000054,Upper tier local authority,2020-04-26,9,,,405,,
Cornwall and Isles of Scilly,E06000052,Upper tier local authority,2020-04-26,8,,,474,,
Shropshire,E06000051,Upper tier local authority,2020-04-26,11,,,466,,
Cheshire West and Chester,E06000050,Upper tier local authority,2020-04-26,10,,,750,,
Cheshire East,E06000049,Upper tier local authority,2020-04-26,12,,,811,,
County Durham,E06000047,Upper tier local authority,2020-04-26,15,,,1272,,
Southampton,E06000045,Upper tier local authority,2020-04-26,3,,,442,,
Portsmouth,E06000044,Upper tier local authority,2020-04-26,5,,,275,,
Brighton and Hove,E06000043,Upper tier local authority,2020-04-26,4,,,355,,
Milton Keynes,E06000042,Upper tier local authority,2020-04-26,3,,,443,,
Wokingham,E06000041,Upper tier local authority,2020-04-26,5,,,362,,
Windsor and Maidenhead,E06000040,Upper tier local authority,2020-04-26,9,,,244,,
Slough,E06000039,Upper tier local authority,2020-04-26,6,,,372,,
Reading,E06000038,Upper tier local authority,2020-04-26,3,,,454,,
West Berkshire,E06000037,Upper tier local authority,2020-04-26,3,,,309,,
Bracknell Forest,E06000036,Upper tier local authority,2020-04-26,4,,,205,,
Medway,E06000035,Upper tier local authority,2020-04-26,6,,,605,,
Thurrock,E06000034,Upper tier local authority,2020-04-26,2,,,270,,
Southend-on-Sea,E06000033,Upper tier local authority,2020-04-26,1,,,291,,
Peterborough,E06000031,Upper tier local authority,2020-04-26,11,,,223,,
Swindon,E06000030,Upper tier local authority,2020-04-26,3,,,348,,
Plymouth,E06000026,Upper tier local authority,2020-04-26,3,,,273,,
South Gloucestershire,E06000025,Upper tier local authority,2020-04-26,1,,,335,,
North Somerset,E06000024,Upper tier local authority,2020-04-26,1,,,211,,
"Bristol, City of",E06000023,Upper tier local authority,2020-04-26,4,,,582,,
Bath and North East Somerset,E06000022,Upper tier local authority,2020-04-26,2,,,203,,
Stoke-on-Trent,E06000021,Upper tier local authority,2020-04-26,8,,,416,,
Telford and Wrekin,E06000020,Upper tier local authority,2020-04-26,6,,,248,,
"Herefordshire, County of",E06000019,Upper tier local authority,2020-04-26,15,,,265,,
Leicester,E06000016,Upper tier local authority,2020-04-26,1,,,618,,
Derby,E06000015,Upper tier local authority,2020-04-26,7,,,467,,
York,E06000014,Upper tier local authority,2020-04-26,7,,,257,,
North Lincolnshire,E06000013,Upper tier local authority,2020-04-26,17,,,331,,
East Riding of Yorkshire,E06000011,Upper tier local authority,2020-04-26,20,,,532,,
"Kingston upon Hull, City of",E06000010,Upper tier local authority,2020-04-26,8,,,413,,
Blackpool,E06000009,Upper tier local authority,2020-04-26,12,,,410,,
Blackburn with Darwen,E06000008,Upper tier local authority,2020-04-26,3,,,300,,
Warrington,E06000007,Upper tier local authority,2020-04-26,7,,,578,,
Darlington,E06000005,Upper tier local authority,2020-04-26,2,,,246,,
Stockton-on-Tees,E06000004,Upper tier local authority,2020-04-26,2,,,340,,
Redcar and Cleveland,E06000003,Upper tier local authority,2020-04-26,2,,,296,,
Middlesbrough,E06000002,Upper tier local authority,2020-04-26,5,,,508,,
England,E92000001,Nation,2020-04-25,1712,1594,118,114649,114380,269
South West,E12000009,Region,2020-04-25,89,,,5941,,
South East,E12000008,Region,2020-04-25,215,,,16398,,
London,E12000007,Region,2020-04-25,161,,,24001,,
East of England,E12000006,Region,2020-04-25,200,,,9996,,
West Midlands,E12000005,Region,2020-04-25,234,,,12413,,
East Midlands,E12000004,Region,2020-04-25,109,,,6443,,
Yorkshire and The Humber,E12000003,Region,2020-04-25,227,,,9503,,
North West,E12000002,Region,2020-04-25,292,,,17833,,
North East,E12000001,Region,2020-04-25,121,,,7168,,
Worcestershire,E10000034,Upper tier local authority,2020-04-25,13,,,1087,,
West Sussex,E10000032,Upper tier local authority,2020-04-25,18,,,1073,,
Warwickshire,E10000031,Upper tier local authority,2020-04-25,30,,,1097,,
Surrey,E10000030,Upper tier local authority,2020-04-25,28,,,2492,,
Suffolk,E10000029,Upper tier local authority,2020-04-25,33,,,1003,,
Staffordshire,E10000028,Upper tier local authority,2020-04-25,28,,,1619,,
Somerset,E10000027,Upper tier local authority,2020-04-25,9,,,459,,
Oxfordshire,E10000025,Upper tier local authority,2020-04-25,26,,,1493,,
Nottinghamshire,E10000024,Upper tier local authority,2020-04-25,5,,,1032,,
North Yorkshire,E10000023,Upper tier local authority,2020-04-25,18,,,841,,
Northamptonshire,E10000021,Upper tier local authority,2020-04-25,1,,,999,,
Norfolk,E10000020,Upper tier local authority,2020-04-25,31,,,1384,,
Lincolnshire,E10000019,Upper tier local authority,2020-04-25,13,,,795,,
Leicestershire,E10000018,Upper tier local authority,2020-04-25,18,,,870,,
Lancashire,E10000017,Upper tier local authority,2020-04-25,40,,,2647,,
Kent,E10000016,Upper tier local authority,2020-04-25,24,,,3278,,
Hertfordshire,E10000015,Upper tier local authority,2020-04-25,25,,,2193,,
Hampshire,E10000014,Upper tier local authority,2020-04-25,40,,,2633,,
Gloucestershire,E10000013,Upper tier local authority,2020-04-25,13,,,1137,,
Essex,E10000012,Upper tier local authority,2020-04-25,77,,,2444,,
East Sussex,E10000011,Upper tier local authority,2020-04-25,9,,,528,,
Devon,E10000008,Upper tier local authority,2020-04-25,7,,,651,,
Derbyshire,E10000007,Upper tier local authority,2020-04-25,50,,,1162,,
Cumbria,E10000006,Upper tier local authority,2020-04-25,30,,,1767,,
Cambridgeshire,E10000003,Upper tier local authority,2020-04-25,11,,,705,,
Buckinghamshire,E10000002,Upper tier local authority,2020-04-25,17,,,783,,
Westminster,E09000033,Upper tier local authority,2020-04-25,2,,,586,,
Wandsworth,E09000032,Upper tier local authority,2020-04-25,6,,,900,,
Waltham Forest,E09000031,Upper tier local authority,2020-04-25,7,,,707,,
Tower Hamlets,E09000030,Upper tier local authority,2020-04-25,4,,,591,,
Sutton,E09000029,Upper tier local authority,2020-04-25,2,,,658,,
Southwark,E09000028,Upper tier local authority,2020-04-25,1,,,1162,,
Richmond upon Thames,E09000027,Upper tier local authority,2020-04-25,2,,,358,,
Redbridge,E09000026,Upper tier local authority,2020-04-25,5,,,656,,
Newham,E09000025,Upper tier local authority,2020-04-25,6,,,935,,
Merton,E09000024,Upper tier local authority,2020-04-25,5,,,640,,
Lewisham,E09000023,Upper tier local authority,2020-04-25,5,,,894,,
Lambeth,E09000022,Upper tier local authority,2020-04-25,4,,,1113,,
Kingston upon Thames,E09000021,Upper tier local authority,2020-04-25,4,,,433,,
Kensington and Chelsea,E09000020,Upper tier local authority,2020-04-25,4,,,455,,
Islington,E09000019,Upper tier local authority,2020-04-25,1,,,403,,
Hounslow,E09000018,Upper tier local authority,2020-04-25,7,,,634,,
Hillingdon,E09000017,Upper tier local authority,2020-04-25,2,,,706,,
Havering,E09000016,Upper tier local authority,2020-04-25,5,,,621,,
Harrow,E09000015,Upper tier local authority,2020-04-25,10,,,880,,
Haringey,E09000014,Upper tier local authority,2020-04-25,6,,,536,,
Hammersmith and Fulham,E09000013,Upper tier local authority,2020-04-25,2,,,603,,
Hackney,E09000012,Upper tier local authority,2020-04-25,1,,,596,,
Greenwich,E09000011,Upper tier local authority,2020-04-25,2,,,619,,
Enfield,E09000010,Upper tier local authority,2020-04-25,18,,,819,,
Ealing,E09000009,Upper tier local authority,2020-04-25,8,,,1025,,
Croydon,E09000008,Upper tier local authority,2020-04-25,7,,,1332,,
Camden,E09000007,Upper tier local authority,2020-04-25,3,,,566,,
Bromley,E09000006,Upper tier local authority,2020-04-25,6,,,1017,,
Brent,E09000005,Upper tier local authority,2020-04-25,7,,,1326,,
Bexley,E09000004,Upper tier local authority,2020-04-25,9,,,598,,
Barnet,E09000003,Upper tier local authority,2020-04-25,7,,,1169,,
Barking and Dagenham,E09000002,Upper tier local authority,2020-04-25,3,,,447,,
